sr_number,sr_type,sr_short_code,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,community_area,ward,police_sector,police_district,police_beat,precinct,created_hour,created_day_of_week,created_month,x_coordinate,y_coordinate,latitude,longitude,location,created_department,electricity_grid,parent_sr_number
SR23-01922889,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Mobile Device,2023-11-05T19:34:26.000,2023-11-06T11:21:02.000,2023-11-06T11:21:02.000,4659 S KEDZIE AVE,,,,4659,S,KEDZIE,AVE,False,False,58,14,2,09,0922,31,19,1,11,1155845.916479334,1873318.25307462,41.808184302,-87.703925372,"{'latitude': '41.80818430236593', 'longitude': '-87.70392537209959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,I032,
SR23-01909621,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-03T09:27:33.000,2023-11-03T09:33:31.000,2023-11-03T09:27:33.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,6,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01856395,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-25T23:41:42.000,2023-10-26T00:30:41.000,2023-10-25T23:41:42.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,23,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01916585,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-04T11:07:07.000,2023-11-04T11:31:34.000,2023-11-04T11:07:07.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,11,7,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01938025,Traffic Signal Out Complaint,SFB,CDOT - Department of Transportation,Open,Phone Call,2023-11-08T06:00:04.000,2023-11-08T14:39:50.000,,474 N DUSABLE LAKE SHORE DR,Chicago,Illinois,,474,N,DUSABLE LAKE SHORE,DR,False,False,8,42,3,18,1834,11,6,4,11,1180136.471238303,1903731.67714545,41.891117998,-87.613899422,"{'latitude': '41.891117997983265', 'longitude': '-87.61389942212878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,R021,
SR23-01920512,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-05T10:18:07.000,2023-11-05T10:30:58.000,2023-11-05T10:18:07.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,44,6,3,06,0631,1,10,1,11,1179591.259013778,1850097.140781579,41.743953001,-87.6175425,"{'latitude': '41.74395300093997', 'longitude': '-87.6175425000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,Q041,
SR23-01917318,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-04T13:42:36.000,2023-11-04T14:31:14.000,2023-11-04T13:42:36.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,13,7,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01754290,Rodent Baiting/Rat Complaint,SGA,Streets and Sanitation,Completed,Alderman's Office,2023-10-11T12:50:58.000,2023-11-06T09:57:02.000,2023-11-06T09:57:02.000,5615 S KOLMAR AVE,Chicago,Illinois,60629,5615,S,KOLMAR,AVE,False,False,62,13,1,08,0813,12,12,4,10,1147062.036343151,1866896.856929093,41.790735001,-87.7363065,"{'latitude': '41.790735000940145', 'longitude': '-87.73630650000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Alderman,E035,
SR23-01929672,Blue Recycling Cart,SRRC,Streets and Sanitation,Open,Internet,2023-11-06T17:35:24.000,2023-11-06T17:35:26.000,,1256 W 97TH ST,Chicago,Illinois,60643,1256,W,97TH,ST,False,False,73,21,1,22,2213,37,17,2,11,1169425.254212003,1840680.723121083,41.718339001,-87.6550635,"{'latitude': '41.71833900093989', 'longitude': '-87.65506350000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,M045,
SR23-01751127,Tree Planting Request,SED,Streets and Sanitation,Open,Internet,2023-10-11T07:56:38.000,2023-10-11T07:57:26.000,,6507 S PAULINA ST,Chicago,Illinois,60636,6507,S,PAULINA,ST,False,False,67,15,2,07,0725,22,7,4,10,1166191.051483742,1861504.590742115,41.775552001,-87.666318,"{'latitude': '41.77555200094009', 'longitude': '-87.66631800000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,L037,
SR23-01800341,Sanitation Code Violation,SCB,Streets and Sanitation,Completed,Phone Call,2023-10-18T10:11:07.000,2023-10-19T05:16:17.000,2023-10-19T05:16:17.000,3633 N OLCOTT AVE,Chicago,Illinois,60634,3633,N,OLCOTT,AVE,False,False,17,38,3,16,1631,6,10,4,10,1125495.73230288,1923390.752528827,41.946147001,-87.814134,"{'latitude': '41.94614700094065', 'longitude': '-87.81413400000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,X113,
SR23-01782021,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-16T08:29:15.000,2023-10-16T08:32:23.000,2023-10-16T08:29:15.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,8,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01732630,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-07T23:24:53.000,2023-10-07T23:30:45.000,2023-10-07T23:24:54.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,23,7,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01694568,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-02T12:33:44.000,2023-10-02T13:31:10.000,2023-10-02T12:33:44.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,35,3,3,01,0133,18,12,2,10,1177494.484406748,1887055.892227804,41.845419001,-87.624108,"{'latitude': '41.845419000940325', 'longitude': '-87.6241080000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,Q028,
SR23-01906118,Pothole in Street Complaint,PHF,CDOT - Department of Transportation,Completed,Alderman's Office,2023-11-02T15:47:56.000,2023-11-21T13:32:28.000,2023-11-21T13:32:28.000,8200 S ST LOUIS AVE,Chicago,Illinois,60652,8200,S,ST LOUIS,AVE,True,False,70,18,3,08,0834,21,15,5,11,1154600.922914172,1850007.521471221,41.744241024,-87.709112348,"{'latitude': '41.74424102366751', 'longitude': '-87.7091123477897', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Alderman,H041,SR23-01709908
SR23-01903259,Street Light Out Complaint,SFD,CDOT - Department of Transportation,Completed,Phone Call,2023-11-02T11:18:43.000,2023-11-06T06:25:42.000,2023-11-06T06:25:42.000,9820 S PRINCETON AVE,Chicago,Illinois,60628,9820,S,PRINCETON,AVE,False,False,49,9,1,05,0511,23,11,5,11,1175928.176547325,1839650.547157953,41.715369001,-87.6312765,"{'latitude': '41.71536900093987', 'longitude': '-87.63127650000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CDOT - Department of Transportation,P045,
SR23-01741897,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-09T19:09:26.000,2023-10-09T19:31:26.000,2023-10-09T19:09:26.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,19,2,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01713175,Tree Debris Clean-Up Request,SEL,Streets and Sanitation,Completed,Internet,2023-10-04T17:57:10.000,2023-10-10T15:17:49.000,2023-10-10T15:17:49.000,506 E 82ND ST,Chicago,Illinois,60619,506,E,82ND,ST,False,False,44,6,3,06,0631,45,17,4,10,1181136.496264236,1850802.072149496,41.745852001,-87.611859,"{'latitude': '41.74585200093997', 'longitude': '-87.6118590000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,R041,
SR23-01889819,Tree Trim Request (NO LONGER BEING ACCEPTED),SEF,Streets and Sanitation,Completed,Mass Entry,2023-10-31T11:34:00.000,2023-10-31T11:34:05.000,2023-10-31T11:34:05.000,4342 N FRANCISCO AVE,Chicago,Illinois,60618,4342,N,FRANCISCO,AVE,False,False,16,33,2,17,1724,23,11,3,10,1156186.372658072,1928897.022160797,41.960691001,-87.701175,"{'latitude': '41.96069100094072', 'longitude': '-87.7011750000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,I012,
SR23-01828905,Rodent Baiting/Rat Complaint,SGA,Streets and Sanitation,Completed,Internet,2023-10-21T20:34:38.000,2023-11-07T13:34:09.000,2023-11-07T13:34:09.000,2345 N LOCKWOOD AVE,Chicago,Illinois,60639,2345,N,LOCKWOOD,AVE,False,False,19,31,1,25,2515,25,20,7,10,1140728.45430642,1915262.354477777,41.923575001,-87.758343,"{'latitude': '41.9235750009406', 'longitude': '-87.7583430000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,C017,
SR23-01918540,Yard Waste Pick-Up Request,SCQ,Streets and Sanitation,Completed,Internet,2023-11-04T18:57:20.000,2023-11-07T19:54:27.000,2023-11-07T19:54:27.000,4419 N SACRAMENTO AVE,Chicago,Illinois,60625,4419,N,SACRAMENTO,AVE,False,False,14,33,2,17,1724,8,18,7,11,1155668.039733933,1929309.739931116,41.961834001,-87.7030695,"{'latitude': '41.96183400094075', 'longitude': '-87.7030695000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,I011,
SR23-01725126,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Mass Entry,2023-10-06T12:15:41.000,2023-10-06T12:15:51.000,2023-10-06T12:15:51.000,3500 N BROADWAY,Chicago,Illinois,60657,3500,N,BROADWAY,,False,False,6,46,2,19,1925,31,12,6,10,1171128.018262586,1923508.464990329,41.945589001,-87.646401,"{'latitude': '41.94558900094071', 'longitude': '-87.6464010000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,O014,
SR23-01741587,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-09T17:49:16.000,2023-10-09T18:31:10.000,2023-10-09T17:49:16.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,17,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01698144,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Mobile Device,2023-10-02T20:23:08.000,2023-10-03T10:53:45.000,2023-10-03T10:53:45.000,2703 W CERMAK RD,,,,2703,W,CERMAK,RD,False,False,30,25,3,10,1034,10,20,2,10,1158636.65261869,1889219.983610949,41.851764001,-87.693255,"{'latitude': '41.851764000940335', 'longitude': '-87.69325500000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,J027,
SR23-01690658,Garbage Cart Maintenance,SIE,Streets and Sanitation,Completed,Internet,2023-10-02T01:10:50.000,2023-11-13T10:06:04.000,2023-11-13T10:06:04.000,4036 W KAMERLING AVE,Chicago,Illinois,60651,4036,W,KAMERLING,AVE,False,False,23,36,3,25,2534,19,1,2,10,1149055.681419721,1908760.140169328,41.905575001,-87.727914,"{'latitude': '41.90557500094052', 'longitude': '-87.7279140000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,F019,
SR23-01854739,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-25T15:39:30.000,2023-10-25T16:30:38.000,2023-10-25T15:39:30.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,15,4,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01921698,Traffic Signal Out Complaint,SFB,CDOT - Department of Transportation,Completed,Phone Call,2023-11-05T14:45:16.000,2023-11-05T19:57:52.000,2023-11-05T19:57:52.000,453 W 63RD ST,Chicago,Illinois,,453,W,63RD,ST,False,False,68,20,1,07,0711,27,14,1,11,1174036.436850468,1863142.532930201,41.779876119,-87.637509139,"{'latitude': '41.77987611899715', 'longitude': '-87.63750913935856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,O037,
SR23-01914035,Traffic Signal Out Complaint,SFB,CDOT - Department of Transportation,Completed,Internet,2023-11-03T17:00:35.000,2023-11-03T20:06:10.000,2023-11-03T20:06:10.000,1225 W CORTLAND ST,Chicago,Illinois,,1225,W,CORTLAND,ST,False,False,7,32,1,18,1811,20,17,6,11,1167752.645940385,1913108.993036445,41.917125876,-87.659108165,"{'latitude': '41.917125876260606', 'longitude': '-87.65910816528113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,M018,
SR23-01820022,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-20T09:49:37.000,2023-10-20T10:31:37.000,2023-10-20T09:49:37.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01738954,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-09T11:17:31.000,2023-10-09T11:32:40.000,2023-10-09T11:17:31.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,11,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01933168,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-07T10:45:33.000,2023-11-07T11:31:24.000,2023-11-07T10:45:33.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,10,41,1,16,1613,30,10,3,11,1130663.227125667,1936446.546351191,41.981886001,-87.794838,"{'latitude': '41.98188600094079', 'longitude': '-87.7948380000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,Z109,
SR23-01852433,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-25T12:13:38.000,2023-10-25T12:30:58.000,2023-10-25T12:13:38.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,12,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01890817,Building Violation,BBA,DOB - Buildings,Completed,Phone Call,2023-10-31T13:09:25.000,2023-11-02T15:06:58.000,2023-11-02T15:06:55.000,6849 S WASHTENAW AVE,Chicago,Illinois,60629,6849,S,WASHTENAW,AVE,False,False,66,16,3,08,0831,17,13,3,10,1159608.990224227,1858886.449831348,41.768505001,-87.690519,"{'latitude': '41.76850500094006', 'longitude': '-87.6905190000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,J038,
SR23-01736827,Pothole in Street Complaint,PHF,CDOT - Department of Transportation,Completed,Internet,2023-10-09T01:31:47.000,2023-10-13T08:27:24.000,2023-10-13T08:27:24.000,5345 W ARGYLE ST,Chicago,Illinois,60630,5345,W,ARGYLE,ST,True,False,11,45,2,16,1623,34,1,2,10,1139920.147102573,1932501.965965282,41.970897001,-87.76089,"{'latitude': '41.97089700094076', 'longitude': '-87.76089000000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,C010,SR23-01492496
SR23-01828460,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-21T18:07:25.000,2023-10-21T18:31:11.000,2023-10-21T18:07:25.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,18,7,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01926829,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-06T11:58:10.000,2023-11-06T12:31:22.000,2023-11-06T11:58:10.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,11,2,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01701578,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-03T10:50:57.000,2023-10-03T11:30:44.000,2023-10-03T10:50:58.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,10,3,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01847497,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-24T17:51:00.000,2023-10-24T18:31:02.000,2023-10-24T17:51:01.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,17,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01728259,Street Light Out Complaint,SFD,CDOT - Department of Transportation,Completed,Phone Call,2023-10-06T20:22:34.000,2023-10-10T13:16:57.000,2023-10-10T13:16:57.000,3842 N KIMBALL AVE,Chicago,Illinois,60618,3842,N,KIMBALL,AVE,True,False,16,35,3,17,1732,26,20,6,10,1152968.426410819,1925528.10715459,41.951511001,-87.7130955,"{'latitude': '41.951511000940705', 'longitude': '-87.7130955000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,H013,SR23-01726975
